ZSPR,0_2,3_5,6_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_999,year
243,4,5,5,7,18,46,36,27,15,16,9,12,6,6,5,9,4,1,1,2014
244,25,17,26,32,41,86,78,86,68,81,101,66,60,66,69,32,22,13,7,2014
245,30,36,29,40,53,86,93,103,98,104,92,83,67,44,50,44,13,22,13,2014
246,24,12,20,19,18,42,31,48,24,27,37,31,27,41,36,35,15,15,12,2014
250,16,32,56,39,55,108,96,54,69,67,87,95,66,70,89,79,39,22,20,2014
251,8,14,13,12,23,19,38,32,25,31,28,29,26,26,30,47,50,28,29,2014
252,20,22,27,37,33,35,31,38,43,46,45,50,36,35,51,54,26,20,21,2014
253,16,21,19,35,31,46,35,40,34,41,63,71,55,29,25,22,29,41,33,2014
254,17,21,33,47,39,54,41,47,41,42,86,77,57,47,57,63,62,46,25,2014
255,19,34,57,81,86,68,50,82,56,85,121,116,69,82,132,220,104,85,33,2014
256,73,73,71,70,81,116,130,147,94,95,104,63,68,67,55,48,51,32,23,2014
260,9,15,12,23,14,27,25,21,20,30,44,34,22,35,48,62,24,12,4,2014
261,9,19,30,43,45,56,39,29,44,60,74,60,47,43,86,102,55,44,32,2014
262,17,16,24,28,37,47,41,31,43,40,62,32,40,31,33,70,38,36,27,2014
263,75,134,178,238,219,158,155,213,235,259,247,163,134,135,184,137,74,60,78,2014
300,33,24,33,52,50,88,106,98,73,88,84,98,69,71,52,63,39,47,90,2014
301,14,24,33,33,47,125,129,110,90,80,108,88,74,78,62,60,36,23,40,2014
302,20,30,39,35,33,99,97,84,62,65,67,63,62,35,52,44,27,23,31,2014
303,30,19,27,35,53,108,106,104,79,67,94,99,77,52,55,53,32,27,32,2014
304,22,23,33,45,60,80,116,69,78,65,82,74,53,39,41,50,32,24,18,2014
305,11,13,15,17,36,30,38,43,40,29,46,46,24,23,27,27,18,9,12,2014
306,1,3,1,4,9,6,6,7,9,8,10,9,4,10,9,9,0,4,4,2014
310,23,24,33,46,46,36,33,48,47,56,67,64,58,36,25,24,12,15,21,2014
311,6,5,7,3,11,13,14,13,7,10,19,11,10,5,4,6,6,4,0,2014
320,45,29,37,64,121,312,217,163,122,100,125,117,99,92,59,45,28,13,15,2014
321,28,12,21,27,39,240,196,122,73,55,66,64,35,29,38,37,28,14,19,2014
322,54,51,73,91,140,326,285,210,151,167,178,165,147,119,142,157,94,73,66,2014
323,0,0,1,1,9,25,14,7,8,5,4,9,5,4,5,3,1,0,0,2014
330,18,15,22,28,34,193,129,105,60,44,48,52,34,43,41,33,17,14,13,2014
331,4,11,5,14,11,21,21,27,12,20,27,28,14,22,16,24,14,6,12,2014
332,18,11,7,18,34,114,142,89,66,70,65,54,71,66,35,35,18,9,9,2014
333,66,57,86,95,113,180,192,199,187,179,197,156,109,104,87,89,43,23,25,2014
334,34,25,23,29,46,168,152,104,99,77,83,86,51,30,31,37,23,21,11,2014
335,56,52,58,65,93,226,214,213,183,154,154,145,130,106,111,95,48,22,24,2014
336,7,3,10,9,19,152,75,32,20,16,20,27,18,19,14,12,12,16,3,2014
337,0,2,0,1,1,0,2,3,3,1,1,4,0,0,0,0,0,1,1,2014
338,1,1,0,0,1,0,0,1,3,0,0,0,2,0,0,0,1,1,0,2014
339,0,0,0,1,4,1,2,2,0,1,2,4,3,1,5,1,0,1,0,2014
340,12,17,27,49,44,68,60,38,42,44,42,44,51,38,38,22,12,7,2,2014
341,70,106,140,185,175,197,194,184,208,216,221,206,141,129,85,130,66,58,85,2014
342,8,7,13,12,11,26,20,20,14,22,31,35,19,15,21,43,24,7,2,2014
343,13,7,11,9,35,60,66,47,31,32,47,47,40,26,19,19,11,14,6,2014
344,3,5,9,4,14,25,29,14,13,16,20,23,30,14,21,17,7,10,9,2014
345,4,6,7,7,20,52,44,29,36,21,19,26,21,25,26,20,8,8,4,2014
350,32,26,30,41,40,49,80,101,107,72,93,72,65,52,64,85,55,43,45,2014
351,21,12,18,11,7,40,54,43,32,34,33,38,22,21,12,31,18,10,13,2014
352,12,6,12,13,16,32,28,32,31,25,25,29,17,17,9,27,8,11,5,2014
353,5,10,17,22,25,27,27,38,31,31,40,46,24,30,29,39,23,21,14,2014
354,12,17,27,26,31,36,27,43,53,44,50,42,21,33,38,45,18,18,9,2014
355,10,6,14,24,10,31,21,26,19,26,21,22,16,14,12,21,10,10,5,2014
356,19,22,25,28,24,45,39,41,51,51,40,48,45,42,50,58,15,18,18,2014
357,18,25,35,53,71,92,92,47,46,56,128,189,156,90,59,42,15,11,2,2014
360,50,44,31,68,69,95,130,122,104,118,114,126,114,97,92,84,31,13,12,2014
361,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014
400,29,24,35,27,34,50,40,72,51,61,63,54,41,38,36,30,17,17,22,2014
401,8,11,11,14,20,16,37,28,26,31,25,23,22,12,23,17,5,9,13,2014
402,24,19,23,10,30,36,63,71,42,60,56,33,32,41,24,31,25,7,8,2014
403,9,9,10,20,26,44,26,26,19,30,37,26,34,29,23,25,15,13,13,2014
404,5,8,8,9,21,9,11,14,14,17,26,23,17,13,8,11,7,4,6,2014
410,5,4,8,7,9,10,4,5,9,11,15,13,9,2,6,8,5,4,3,2014
420,19,12,13,26,22,77,70,67,41,27,27,35,16,17,15,12,3,9,5,2014
430,8,8,10,20,14,28,27,21,24,17,27,27,21,28,22,38,16,21,10,2014
431,40,37,56,91,103,102,89,88,84,116,110,116,134,129,140,167,61,46,30,2014
500,17,17,31,27,34,37,39,46,37,59,58,41,30,19,23,11,14,6,2,2014
501,3,9,17,12,17,14,28,29,17,21,23,13,13,6,6,7,8,9,3,2014
502,6,0,6,6,5,6,10,14,8,10,3,9,8,5,9,5,3,3,5,2014
510,19,30,33,24,48,58,72,85,64,69,93,59,49,45,32,33,16,13,7,2014
511,29,27,31,27,39,56,52,53,53,50,76,36,34,36,59,86,54,56,40,2014
512,19,27,38,53,67,74,74,55,48,67,87,76,70,58,28,39,33,21,30,2014
513,12,26,48,75,52,38,35,41,57,65,69,62,31,37,20,23,12,18,21,2014
514,9,10,15,39,56,55,28,26,45,63,77,65,52,42,53,31,18,15,26,2014
520,4,11,8,11,19,78,52,24,20,8,12,6,7,2,4,2,0,2,0,2014
521,1,0,0,3,2,4,4,2,6,7,1,10,3,3,3,3,1,1,2,2014
522,0,0,0,0,0,0,1,3,1,2,0,2,1,2,0,0,1,0,0,2014
600,7,3,2,1,11,12,15,22,10,7,10,12,19,4,10,7,4,6,3,2014
601,20,17,29,22,42,30,29,45,36,44,54,48,45,31,29,38,15,12,7,2014
602,23,18,26,33,31,20,49,43,34,35,49,38,28,25,32,39,27,20,17,2014
603,1,1,2,9,7,7,23,8,12,7,11,18,9,9,10,11,3,5,2,2014
604,3,8,3,4,2,6,9,10,13,13,20,9,23,14,26,41,16,7,5,2014
605,0,0,0,0,2,0,0,0,0,0,2,0,1,0,2,0,1,0,1,2014
610,23,22,24,18,31,28,26,52,40,46,40,44,51,40,46,54,38,16,27,2014
611,20,12,19,32,34,24,23,39,43,62,72,51,40,30,26,25,6,8,6,2014
612,34,31,46,34,44,50,65,77,82,90,89,61,57,43,38,49,22,23,27,2014
620,7,5,5,9,16,19,21,25,19,29,32,23,14,18,14,17,8,6,2,2014
621,10,21,16,32,33,36,45,56,52,52,66,44,41,16,23,24,12,2,12,2014
622,24,22,23,35,50,89,66,73,60,74,71,69,40,64,42,46,16,7,7,2014
630,47,31,52,51,75,82,97,91,72,76,94,79,80,75,76,115,72,50,37,2014
631,10,10,21,31,40,38,26,20,40,43,51,33,41,98,115,101,47,22,5,2014
632,18,17,22,38,41,43,35,41,57,72,61,47,43,35,37,52,37,42,32,2014
633,25,33,64,56,46,61,51,63,55,71,82,77,70,59,132,140,64,39,9,2014
634,17,19,25,33,25,24,23,41,36,40,27,31,52,96,66,42,15,7,3,2014
700,13,16,26,32,24,23,27,25,19,46,43,35,32,36,40,35,18,12,24,2014
800,15,13,22,35,25,32,40,33,33,28,50,41,34,33,35,43,21,16,13,2014
801,36,29,55,77,58,65,65,57,71,107,104,101,64,37,45,63,21,18,23,2014
802,13,17,21,24,30,23,39,38,40,38,52,52,34,50,73,64,37,23,17,2014
0,3,6,4,7,16,33,28,31,29,19,27,25,27,19,17,13,13,8,2,2013
1,14,11,19,19,39,180,136,77,66,43,47,49,44,42,25,34,24,15,14,2013
10,4,3,3,4,10,41,38,39,31,30,16,28,26,20,13,26,6,7,10,2013
11,21,12,20,39,47,127,115,89,69,70,73,54,34,48,30,19,14,6,7,2013
12,25,17,23,20,41,146,93,94,72,70,75,68,51,52,57,52,29,12,16,2013
13,8,8,13,9,17,41,46,32,21,27,31,24,21,33,29,24,20,22,84,2013
14,13,9,12,11,23,67,39,53,37,36,24,28,27,25,20,20,4,7,5,2013
15,13,8,17,14,8,27,30,34,29,42,25,14,12,21,18,13,11,3,11,2013
20,7,7,3,6,13,59,54,35,27,17,23,23,16,12,8,10,6,11,7,2013
21,15,12,9,13,33,166,148,80,44,52,50,55,47,35,38,43,25,28,67,2013
30,16,12,23,22,33,153,135,94,55,62,60,55,45,36,21,36,25,16,20,2013
31,6,9,6,15,20,150,109,54,31,21,20,18,11,17,8,7,1,5,2,2013
32,11,7,20,10,25,95,69,53,47,47,31,30,28,30,25,36,24,19,45,2013
33,2,2,1,0,18,80,36,11,4,3,3,2,4,2,4,5,2,1,0,2013
40,5,2,5,8,19,72,57,27,16,28,22,15,13,13,13,16,8,2,9,2013
41,23,10,18,9,35,214,163,91,54,59,38,47,48,35,31,23,15,13,11,2013
50,19,10,10,7,10,26,30,22,20,20,19,23,24,14,7,11,3,4,5,2013
51,25,14,23,24,47,123,107,84,88,82,57,54,47,49,38,32,12,8,7,2013
52,9,16,9,17,21,64,68,49,36,46,29,33,39,29,28,25,12,8,6,2013
53,8,5,15,18,34,75,59,41,39,49,52,34,20,9,21,44,18,10,10,2013
60,14,16,16,15,23,66,61,46,30,52,47,46,39,36,41,37,18,12,20,2013
61,15,12,17,11,15,56,66,60,70,40,33,26,32,25,28,20,15,12,7,2013
70,14,20,17,30,36,61,48,52,41,60,62,59,35,32,32,40,19,20,30,2013
71,16,22,32,32,22,46,38,48,54,57,59,49,38,28,34,37,33,19,21,2013
72,27,19,44,51,55,98,70,91,84,87,107,99,62,72,66,56,33,22,32,2013
73,12,10,13,23,28,42,43,36,27,37,49,45,40,33,29,28,24,11,11,2013
74,14,14,26,33,43,59,64,51,50,62,79,64,44,47,42,35,12,26,27,2013
75,6,7,10,17,28,23,26,19,27,37,42,42,33,23,43,48,59,82,199,2013
80,26,26,41,63,79,69,50,57,61,95,133,120,87,94,51,79,37,17,15,2013
81,11,7,10,25,23,18,23,12,22,38,31,34,27,24,24,22,14,8,12,2013
100,17,17,7,11,51,145,105,85,49,33,40,34,59,28,27,17,13,10,17,2013
101,7,9,5,4,15,93,98,51,47,49,43,32,36,26,28,16,8,4,12,2013
102,23,19,11,25,44,161,126,107,69,57,76,52,48,42,32,38,20,14,22,2013
103,3,11,11,12,13,21,21,37,32,32,19,17,5,8,5,6,5,3,2,2013
104,22,17,17,26,33,85,87,54,55,37,57,25,50,34,25,36,9,8,13,2013
105,5,4,6,6,12,47,54,20,25,10,17,21,12,21,17,16,18,20,57,2013
106,4,8,3,10,10,41,59,45,43,32,34,19,24,15,14,19,8,5,5,2013
107,11,8,7,7,13,57,55,33,28,18,26,17,17,11,15,17,12,7,13,2013
110,12,10,11,16,15,72,76,40,37,40,47,27,21,26,27,17,6,12,18,2013
111,14,19,23,17,44,110,108,78,44,50,53,40,43,29,30,41,18,26,24,2013
114,31,32,24,28,36,131,152,101,90,75,58,57,49,40,33,34,11,17,25,2013
115,20,11,15,20,41,100,105,69,54,52,49,36,37,18,28,17,11,21,18,2013
116,14,9,15,14,24,126,115,72,49,47,52,55,34,29,34,39,22,21,28,2013
117,20,16,31,21,39,86,94,73,50,41,52,58,42,52,46,24,14,12,15,2013
118,20,22,32,25,34,85,82,68,57,50,63,55,54,49,57,31,16,10,25,2013
120,1,0,3,6,3,8,7,11,7,16,11,9,4,13,23,24,13,9,4,2013
121,2,3,2,3,3,8,13,10,9,3,6,5,5,4,1,5,2,1,4,2013
122,10,6,10,13,20,28,26,25,20,32,30,25,15,9,9,12,11,6,3,2013
123,0,0,0,1,1,3,1,1,1,0,2,1,1,0,0,0,0,0,0,2013
124,2,0,1,2,1,0,0,2,2,4,6,2,2,2,2,10,4,0,0,2013
130,13,9,11,8,12,134,116,64,36,34,22,21,22,22,11,5,7,13,19,2013
131,21,24,38,35,53,207,161,120,71,81,74,78,56,53,49,52,28,32,44,2013
132,18,16,20,23,27,80,68,70,44,37,42,28,29,21,25,39,29,35,30,2013
133,13,6,18,33,44,50,53,44,48,64,76,92,73,48,60,43,26,20,13,2013
134,1,1,2,3,1,3,3,3,5,3,5,1,1,2,0,1,0,1,1,2013
140,32,31,37,62,71,75,74,82,68,85,100,104,48,48,58,55,37,28,29,2013
150,19,18,27,32,33,72,54,48,50,60,56,37,30,27,24,22,19,15,14,2013
151,1,0,3,3,15,39,49,24,26,15,27,16,7,4,7,9,1,1,0,2013
152,7,8,21,22,11,24,23,29,28,27,30,32,21,17,23,14,4,7,5,2013
153,16,12,12,6,13,31,44,42,22,26,32,17,20,10,7,3,1,0,1,2013
200,22,18,31,32,39,60,65,57,56,68,67,49,65,58,61,49,24,19,19,2013
201,20,9,17,34,38,62,58,50,38,62,59,52,59,47,59,37,21,33,29,2013
202,16,11,9,13,14,24,36,41,35,35,37,32,19,25,23,27,19,18,18,2013
203,24,16,25,35,45,49,40,54,31,51,74,59,60,46,59,81,45,41,34,2013
210,11,16,13,22,13,41,48,43,46,45,45,32,50,53,55,36,13,14,11,2013
211,31,18,37,34,61,141,127,86,57,81,73,90,62,81,55,44,30,42,28,2013
212,20,9,15,19,24,54,51,30,29,34,40,35,31,31,28,34,18,13,9,2013
213,19,18,26,37,43,34,35,34,46,54,68,56,38,50,52,74,36,16,16,2013
214,26,23,22,33,44,93,111,94,64,64,55,49,39,73,36,50,23,16,19,2013
215,20,13,22,24,45,99,102,62,56,59,66,65,43,43,44,38,18,24,21,2013
220,24,23,28,56,69,91,59,65,63,66,97,74,83,72,55,46,26,14,13,2013
221,15,14,22,35,40,43,30,43,31,49,71,61,43,52,61,45,24,25,26,2013
222,14,14,18,26,24,26,29,24,22,38,45,37,25,39,39,30,24,10,10,2013
223,9,9,11,20,27,34,39,31,25,43,40,39,30,36,28,36,36,44,122,2013
224,12,6,14,16,11,26,41,29,24,28,34,22,33,30,22,23,34,31,21,2013
230,24,14,25,35,50,98,103,79,86,71,86,92,61,49,58,62,51,42,42,2013
231,43,66,118,109,87,82,107,107,130,130,102,73,42,42,42,41,19,33,57,2013
232,14,14,17,24,23,59,65,56,60,71,52,37,33,27,37,30,16,10,8,2013
240,23,20,24,22,33,87,85,73,48,58,52,54,61,43,36,39,36,29,44,2013
241,30,19,28,37,56,108,127,76,75,77,85,78,56,54,64,60,59,39,60,2013
242,12,21,16,12,27,50,51,55,36,61,55,46,57,58,37,43,18,12,18,2013
243,1,5,9,7,13,37,28,19,18,15,12,12,9,4,6,8,2,2,1,2013
244,23,20,32,31,38,89,89,79,68,79,99,66,67,75,56,39,17,11,8,2013
245,35,33,24,44,41,86,89,104,98,116,86,80,64,52,45,39,14,24,11,2013
246,22,7,22,15,23,37,40,40,30,30,35,36,24,47,22,33,16,16,7,2013
250,19,25,43,38,51,94,81,50,80,47,89,99,58,69,108,67,35,22,21,2013
251,10,12,10,17,17,17,36,33,26,36,29,29,23,34,31,48,49,28,29,2013
252,14,17,31,35,29,38,25,30,46,43,46,42,38,44,54,45,27,22,22,2013
253,11,23,16,32,37,50,26,41,29,52,62,68,47,27,27,20,38,40,33,2013
254,19,23,43,41,40,61,41,49,42,51,80,77,60,43,60,65,63,43,22,2013
255,25,30,57,75,86,65,65,74,62,85,130,111,71,89,156,197,102,83,32,2013
256,83,53,61,73,64,102,119,121,93,93,101,66,65,61,48,48,49,33,22,2013
260,12,9,14,21,15,23,24,18,23,32,45,30,27,32,56,57,20,10,6,2013
261,12,21,31,41,47,55,36,34,49,56,73,57,43,49,93,105,41,47,29,2013
262,12,13,26,33,39,44,38,39,41,50,50,37,39,31,42,67,40,32,29,2013
263,94,150,171,230,232,148,190,199,262,256,232,156,106,160,189,126,70,48,79,2013
300,35,22,42,46,57,86,97,103,67,106,89,87,80,73,51,60,34,52,93,2013
301,21,25,27,38,45,117,128,118,89,88,112,83,72,84,59,65,34,28,40,2013
302,26,25,43,34,34,93,101,76,71,74,60,70,61,47,48,40,31,23,32,2013
303,31,21,30,38,56,105,112,104,97,75,103,96,73,58,53,56,27,30,32,2013
304,25,27,34,40,50,80,108,77,67,67,86,67,57,47,41,52,34,30,14,2013
305,11,12,13,23,24,26,38,51,31,36,46,42,30,21,29,25,17,11,12,2013
306,1,3,2,7,6,8,8,5,7,11,9,8,5,10,12,7,0,5,3,2013
310,19,23,33,39,49,41,43,38,53,60,65,61,61,39,24,21,12,16,16,2013
311,5,4,7,2,14,7,13,9,8,6,22,13,10,3,5,10,4,2,0,2013
320,45,26,33,59,104,248,176,135,113,101,129,121,94,88,56,46,28,13,12,2013
321,24,12,20,24,40,232,168,109,78,57,65,61,39,34,34,37,28,15,21,2013
322,49,59,75,92,135,306,262,199,166,163,178,167,139,119,156,161,87,69,70,2013
323,0,0,2,1,7,21,17,11,9,9,6,8,6,7,3,3,1,0,0,2013
330,16,17,21,27,41,153,114,102,56,38,44,47,33,52,31,34,19,14,11,2013
331,6,10,9,10,11,26,33,29,10,22,24,24,19,21,20,22,13,9,13,2013
332,19,8,10,19,28,94,134,99,62,74,58,66,72,53,37,34,12,9,8,2013
333,61,59,97,101,111,150,201,186,186,195,198,154,112,106,81,88,38,24,27,2013
334,34,29,16,32,48,159,115,127,81,90,89,79,43,33,34,30,23,22,11,2013
335,57,41,66,58,109,211,209,187,199,154,157,137,128,104,112,83,52,16,24,2013
336,6,3,11,9,29,140,64,39,26,20,15,25,16,25,14,15,16,12,1,2013
337,1,1,0,1,1,0,2,1,2,1,2,4,0,0,0,0,0,1,0,2013
338,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,1,1,0,2013
339,0,0,0,1,4,2,3,1,0,1,2,4,3,4,2,1,0,1,0,2013
340,14,14,30,50,48,92,50,44,51,43,42,48,52,40,31,24,9,5,4,2013
341,76,121,141,183,180,198,197,180,219,229,239,198,142,110,105,116,64,59,82,2013
342,4,7,12,11,17,29,18,14,14,22,33,34,14,16,23,40,22,12,2,2013
343,12,6,10,14,41,58,70,38,36,41,47,47,41,29,15,18,11,14,5,2013
344,2,6,4,6,14,26,24,12,9,16,24,23,27,15,20,16,6,11,9,2013
345,5,9,5,9,25,37,54,35,30,23,25,28,19,34,23,19,8,8,3,2013
350,32,29,36,43,40,61,88,106,94,91,82,68,63,59,65,82,59,45,42,2013
351,18,12,18,11,7,31,49,40,36,31,38,40,20,16,17,32,14,12,10,2013
352,9,8,11,11,22,25,28,30,32,28,22,32,19,15,12,26,8,10,4,2013
353,4,7,18,20,28,26,33,35,31,38,44,38,25,28,34,40,23,15,14,2013
354,13,14,25,27,28,32,24,38,50,45,47,33,20,35,37,44,16,19,11,2013
355,4,7,15,19,11,35,20,20,15,28,21,20,16,12,14,23,7,9,5,2013
356,20,26,24,28,28,38,38,47,54,53,45,44,44,44,53,48,19,13,17,2013
357,23,22,39,58,70,108,89,46,45,69,147,183,142,91,56,38,16,8,1,2013
360,43,36,46,72,70,113,136,113,109,120,119,119,112,100,96,73,23,16,12,2013
361,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
400,26,23,27,32,25,50,49,64,54,61,54,58,34,40,34,30,21,14,21,2013
401,9,6,13,19,17,22,29,26,25,38,22,29,18,19,16,15,5,12,11,2013
402,14,23,17,16,33,29,71,72,53,60,57,37,30,38,23,33,25,7,9,2013
403,14,10,4,20,18,41,27,28,13,28,36,23,36,28,21,22,16,16,7,2013
404,4,10,9,18,18,7,12,13,12,29,19,21,15,15,9,9,6,5,6,2013
410,7,1,8,8,9,7,5,5,11,9,19,9,6,3,5,10,5,3,3,2013
420,10,18,13,26,22,65,59,62,42,27,30,33,19,13,16,13,5,5,6,2013
430,10,9,8,20,19,19,22,21,23,25,24,28,19,31,27,36,20,18,10,2013
431,33,46,66,82,105,121,80,83,95,122,108,114,151,130,149,147,72,39,27,2013
500,22,15,28,27,35,32,48,46,39,57,65,34,30,23,17,15,12,4,4,2013
501,6,9,16,14,8,19,24,26,16,21,14,13,13,4,7,8,6,7,3,2013
502,3,3,5,7,4,6,6,16,11,8,6,11,7,5,10,3,3,3,5,2013
510,21,30,27,27,55,48,74,89,60,80,86,56,49,52,25,31,18,12,8,2013
511,27,23,32,29,47,49,58,59,55,58,70,41,33,36,63,98,53,52,37,2013
512,21,27,45,50,82,72,78,47,60,70,87,71,65,59,27,44,29,25,34,2013
513,15,25,54,71,51,34,40,47,66,65,71,48,35,34,22,19,14,20,21,2013
514,7,12,19,37,59,49,31,27,62,65,76,70,51,44,57,24,16,21,21,2013
520,8,11,7,7,30,55,39,25,20,8,12,6,5,3,3,2,0,2,0,2013
521,0,0,0,4,1,3,2,1,8,6,4,7,4,2,4,5,0,2,1,2013
522,0,0,0,0,0,0,1,3,2,2,0,3,1,3,0,1,1,0,0,2013
600,5,3,2,1,12,9,24,16,6,7,11,13,16,5,10,5,4,6,5,2013
601,14,19,26,27,42,29,29,42,40,48,60,48,32,38,34,33,19,10,7,2013
602,17,15,22,36,31,23,59,45,26,37,52,39,25,23,33,42,28,20,12,2013
603,1,1,2,10,7,13,24,10,12,8,9,19,10,11,5,11,4,5,3,2013
604,5,6,3,5,2,5,11,16,12,13,16,13,18,19,26,36,16,9,4,2013
605,0,0,0,0,2,1,1,0,0,1,1,0,1,0,2,1,0,1,1,2013
610,21,22,18,19,26,27,30,55,39,40,44,40,56,40,47,50,37,17,30,2013
611,20,14,17,32,36,23,19,39,52,78,62,46,43,27,27,20,9,4,8,2013
612,26,36,43,38,47,49,61,79,76,92,84,54,56,42,44,41,25,23,26,2013
620,15,4,6,14,13,22,18,18,21,34,33,16,17,16,16,18,7,5,4,2013
621,18,16,20,32,27,28,38,69,53,59,59,47,27,21,20,19,11,5,12,2013
622,27,26,29,35,40,76,74,67,54,79,70,61,47,64,41,47,12,5,8,2013
630,45,36,38,53,78,80,98,81,71,82,93,81,69,89,79,116,68,46,39,2013
631,5,11,21,35,34,41,23,20,37,45,49,27,55,110,111,99,35,25,5,2013
632,15,17,26,38,46,39,32,39,59,65,61,45,43,37,38,51,46,42,22,2013
633,24,31,73,50,58,64,54,58,59,75,89,68,59,75,141,134,57,32,7,2013
634,12,16,26,32,24,18,21,43,28,40,29,25,69,101,57,37,12,6,4,2013
700,15,23,21,30,24,21,34,25,25,53,39,30,40,33,43,34,19,10,22,2013
800,11,12,19,36,21,23,33,25,31,36,48,41,31,37,36,43,21,21,8,2013
801,29,32,53,76,59,67,62,52,67,113,108,95,62,44,46,51,22,23,21,2013
802,19,16,30,23,31,26,29,35,40,47,52,48,45,47,75,66,31,24,16,2013
